location,latitude,longitude,info
,37.60499415,126.9148855778837,커피류 500원 할인
,37.589586,126.9426364,"스타벅스, 에코별 증정"
,37.45811495,126.95216069831967,"파스쿠찌 센트로서울대점, 텀블러 300원 할인"
